orderNumber,orderId,mopeventHeaderInId,geoX,geoY,truckId,truckPlateNo,ctlCreTs
33346908,13182634,199671061,10.45339026,52.32945748,3652,H-SG870,08-APR-20 12.36.44.452000000 PM
33346908,13182634,199662420,10.8500035,52.4275348,3652,H-SG870,08-APR-20 10.26.36.618000000 AM
33346908,13182634,199670758,10.34919224,52.33973827,3652,H-SG870,08-APR-20 12.31.44.057000000 PM
33346908,13182634,199672521,10.84509166,52.3395132,3652,H-SG870,08-APR-20 01.01.45.496000000 PM
33346908,13182634,199672845,10.85128104,52.38230649,3652,H-SG870,08-APR-20 01.06.44.057000000 PM
33346908,13182634,199664417,10.5156302,52.31489718,3652,H-SG870,08-APR-20 10.56.36.650000000 AM
33346908,13182634,199663047,10.85395016,52.34969173,3652,H-SG870,08-APR-20 10.36.36.627000000 AM
33346908,13182634,199666416,9.95309959,52.39103368,3652,H-SG870,08-APR-20 11.24.00.928000000 AM
33346908,13182634,199666751,9.8851302,52.3592209,3652,H-SG870,08-APR-20 11.29.09.975000000 AM
33346908,13182634,199664082,10.60154128,52.31048966,3652,H-SG870,08-APR-20 10.51.36.405000000 AM
33346908,13182634,199671618,10.61592564,52.30965626,3652,H-SG870,08-APR-20 12.46.44.352000000 PM
33346908,13182634,199669839,10.04959945,52.37407958,3652,H-SG870,08-APR-20 12.16.44.053000000 PM
33346908,13182634,199669221,9.8696719,52.3628738,3652,H-SG870,08-APR-20 12.06.44.201000000 PM
33346908,13182634,199671893,10.73837847,52.3093908,3652,H-SG870,08-APR-20 12.51.44.073000000 PM
33346908,13182634,199670138,10.13298941,52.36282742,3652,H-SG870,08-APR-20 12.21.44.045000000 PM
33346908,13182634,199670445,10.24576966,52.33602973,3652,H-SG870,08-APR-20 12.26.44.055000000 PM
33346908,13182634,199671344,10.55042532,52.31290279,3652,H-SG870,08-APR-20 12.41.44.509000000 PM
33346908,13182634,199673475,10.8717723,52.4270247,3652,H-SG870,08-APR-20 01.16.53.227000000 PM
33346937,13182663,199648625,7.681028306,53.29626443,145646,H-SG158,08-APR-20 07.04.24.956000000 AM
